Season,Name,Age,Inf,RF Matches,Position,Club,Ability,Potential,Transfer Value (Low),Transfer Value (High),Hdrs A,Tck/90,Tck C,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,FK Shots,xSv %,xGP/90,xGP,xG/shot,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,Apps (Total),Apps (Sub Apps),Yel,xG,Saves/90,Tgls/90,Tcon/90,Tall,Tgls,Starts,Shutouts,Red,Pts/Gm,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,NP-xG/90,NP-xG,Last Gl,Last C,Mins/Gm,Mins,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps (Total),Int Apps (Sub Apps),Gls/90,All/90,Conc,Gls,Won,G. Mis,Lost,D,Gwin,Fls,FA,xG/90,xG-OP,xA/90,xA,Cln/90,Av Rat,Mins/Gl,Ast,Rec,Acc
2025-2026,- -,24,Int,,,,,,72000000.0,85000000.0,66.0,2.19,75.0,92.0,82.0,0.44,27.0,0.12,4.0,0.26,0.03,1.0,15.0,,,,,5.3,182.0,3.09,106.0,10.78,370.0,10.81,10.96,54.18,1859.0,61.18,2099.0,89.0,1.37,47.0,0.06,2.0,0.5,17.0,19.0,4.0,0.0,0.06,2.0,1.54,53.0,0.03,1.92,66.0,10.75,27.0,0.52,18.0,1.4,1.0,3.0,,,,0.09,0.9,31.0,8.1,276.7,0.2,7.0,1.08,37.0,11.0,7.0,0.61,21.0,15.0,0.44,0.32,11.0,0.17,1.92,38.0,0.0,3.0,1.28,,1.52,1.28,,52.0,38.0,,0.0,1.61,1.0,,0.0,,,,0.0,0.04,1.28,60.0,,81.26,3088.0,,,,7.07,3.0,9.0,4.0,0.03,,,1.0,17.0,,11.0,10.0,45.0,25.0,22.0,0.04,-0.28,0.19,6.68,,6.98,3088.0,6.0,- - -,15.0
2025-2026,- -,22,Wnt,Francis Cagigao (5/2/2026),,,,,28000000.0,28000000.0,61.0,2.38,23.0,25.0,92.0,2.7,38.0,1.04,10.0,1.14,0.0,0.0,26.0,,,,,1.04,10.0,1.56,15.0,8.29,80.0,2.49,14.72,19.49,188.0,23.33,225.0,84.0,0.62,6.0,0.1,1.0,0.73,7.0,14.0,5.0,0.0,0.0,0.0,0.62,6.0,0.0,1.14,11.0,7.47,16.0,1.04,10.0,5.29,0.0,0.0,,,,0.1,1.56,15.0,7.5,72.1,0.1,1.0,0.73,7.0,14.0,8.0,0.52,5.0,1.0,0.1,0.1,1.0,0.21,6.32,34.0,30.0,0.0,2.57,,0.73,1.56,,7.0,4.0,,0.0,0.85,1.0,,0.0,,,,0.0,0.27,2.57,164.0,,25.53,868.0,,,,,,,,0.21,,,2.0,8.0,,21.0,5.0,24.0,13.0,39.0,0.27,-0.57,0.1,0.95,,6.73,434.0,2.0,- - -,16.0
2025-2026,- -,17,Int,,,,,,43000000.0,60000000.0,0.0,1.12,38.0,70.0,54.0,2.35,43.0,1.0,34.0,0.0,0.0,0.0,80.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.18,482.0,20.0,680.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,,,0.0,0.15,,34.0,0.0,0.0,9.57,,0.0,0.0,,0.0,34.0,,0.0,1.0,0.0,,0.0,,,,0.0,0.28,9.57,0.0,,90.0,3060.0,,,,,,,,0.12,,,4.0,0.0,,0.0,34.0,0.0,39.0,39.0,0.28,-5.57,0.0,0.0,,6.92,765.0,5.0,- - -,10.0
2025-2026,- -,17,,Lluis Gonzales (4/5/2026),,,,,2900000.0,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- - -,13.0
2025-2026,- -,24,Wnt,2 Focuses,,,,,42000000.0,59000000.0,136.0,1.66,35.0,42.0,83.0,1.04,23.0,0.24,5.0,0.24,0.43,9.0,22.0,,,,,5.78,122.0,1.56,33.0,5.26,111.0,14.72,6.91,54.73,1156.0,59.94,1266.0,91.0,0.9,19.0,0.24,5.0,0.85,18.0,28.0,1.0,0.0,0.14,3.0,0.9,19.0,0.62,1.99,42.0,9.71,73.0,4.69,99.0,1.75,0.0,0.0,,,,0.08,0.66,14.0,7.8,163.9,0.24,5.0,0.85,18.0,27.0,5.0,1.42,30.0,4.0,0.19,0.9,19.0,0.14,6.44,30.0,11.0,5.0,1.67,,1.28,0.95,,27.0,19.0,,1.0,1.47,2.0,,0.0,,,,0.0,0.08,1.67,1231.0,,63.37,1901.0,,,,6.93,2.0,7.0,0.0,0.05,,,1.0,12.0,,10.0,8.0,40.0,15.0,12.0,0.08,-0.67,0.11,2.42,,6.94,1901.0,3.0,- - -,14.0
2025-2026,- -,22,,,,,,,63000000.0,63000000.0,24.0,2.25,17.0,20.0,85.0,1.19,11.0,0.13,1.0,0.27,0.0,0.0,9.0,,,,,2.52,19.0,2.92,22.0,11.4,86.0,12.06,14.05,42.42,320.0,49.97,377.0,85.0,1.33,10.0,0.4,3.0,1.33,10.0,30.0,0.0,0.0,0.13,1.0,1.33,10.0,0.27,1.86,14.0,12.99,42.0,1.33,10.0,1.86,0.0,1.0,,,,0.13,1.46,11.0,7.7,57.8,0.4,3.0,1.33,10.0,30.0,,0.53,4.0,8.0,1.06,,0.0,0.53,3.18,17.0,11.0,1.0,1.19,,1.72,0.66,,13.0,6.0,,0.0,1.47,0.0,,0.0,,,,0.0,0.16,1.19,,,39.94,679.0,,,,6.8,0.0,4.0,3.0,,,,0.0,7.0,,6.0,4.0,41.0,2.0,8.0,0.16,-1.19,0.3,2.27,,7.11,,4.0,- - -,14.0
2025-2026,- -,24,Int,Bojan Krkic (3/16/2026),,,,,41000000.0,49000000.0,29.0,2.47,32.0,37.0,86.0,0.39,80.0,0.31,4.0,0.15,0.0,0.0,5.0,,,,,3.7,48.0,3.47,45.0,11.64,151.0,10.4,14.18,42.15,547.0,47.39,615.0,89.0,1.62,21.0,0.0,0.0,0.46,6.0,27.0,0.0,0.0,0.15,2.0,2.62,34.0,0.0,1.93,25.0,10.56,38.0,0.85,11.0,1.39,0.0,1.0,,,,0.05,1.93,25.0,7.4,95.8,1.23,16.0,4.55,59.0,,40.0,0.92,12.0,5.0,0.39,0.39,5.0,0.15,2.23,18.0,0.0,1.0,0.27,,1.0,1.77,,13.0,18.0,,0.0,1.17,1.0,,0.0,,,,0.0,0.02,0.27,0.0,,64.89,1168.0,,,,,,,,0.15,,,2.0,6.0,,9.0,3.0,33.0,14.0,17.0,0.02,1.73,0.16,2.04,,6.91,584.0,2.0,- - -,13.0
2025-2026,- -,18,,,,,,,9400000.0,11500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- - -,13.0
2025-2026,- -,23,Int,,,,,,63000000.0,91000000.0,151.0,1.31,23.0,25.0,92.0,5.87,42.0,2.45,43.0,2.11,0.0,0.0,103.0,,,,,1.08,19.0,1.37,24.0,7.69,135.0,2.11,16.41,19.94,350.0,23.13,406.0,86.0,0.8,14.0,0.0,0.0,0.68,12.0,0.0,10.0,0.0,0.0,0.0,0.8,14.0,0.11,1.31,23.0,7.63,60.0,5.13,90.0,3.47,2.0,3.0,,,,0.15,1.14,20.0,7.5,131.9,0.0,0.0,0.68,12.0,,10.0,0.34,6.0,3.0,0.17,0.06,1.0,,8.6,36.0,24.0,0.0,15.17,,1.54,0.85,,27.0,12.0,,0.0,1.92,2.0,67.0,2.0,,,,3.0,0.82,14.36,34.0,,43.89,1580.0,,,,6.88,0.0,8.0,0.0,0.57,,,10.0,21.0,,9.0,6.0,58.0,16.0,33.0,0.86,-5.17,0.07,1.31,,6.95,158.0,0.0,- - -,16.0
2025-2026,- -,24,Int,Gaby Ruiz (3/14/2026),,,,,70000000.0,100000000.0,112.0,2.87,57.0,64.0,89.0,2.92,41.0,1.21,24.0,0.86,0.05,1.0,58.0,,,,,2.06,41.0,4.08,81.0,14.35,285.0,5.64,16.87,27.65,549.0,32.53,646.0,85.0,1.51,30.0,0.86,17.0,4.28,85.0,20.0,12.0,1.0,0.0,0.0,1.51,30.0,0.05,1.61,32.0,15.51,44.0,2.47,49.0,3.17,1.0,0.0,,,,0.12,4.58,91.0,8.3,163.9,0.86,17.0,4.28,85.0,20.0,12.0,0.91,18.0,9.0,0.45,0.4,8.0,0.2,5.64,40.0,25.0,2.0,6.7,,1.96,1.21,,39.0,15.0,,0.0,1.68,2.0,,0.0,,,,0.0,0.34,6.7,306.0,,44.67,1787.0,,,,6.99,0.0,10.0,0.0,0.35,,,7.0,19.0,,11.0,10.0,48.0,25.0,26.0,0.34,0.3,0.32,6.32,,7.14,255.29,4.0,- - -,17.0
2025-2026,- -,21,Int,Gaby Ruiz (3/14/2026),,,,,31000000.0,45000000.0,9.0,0.71,1.0,3.0,33.0,2.14,33.0,0.71,1.0,0.0,0.0,0.0,3.0,,,,,2.86,4.0,2.14,3.0,7.86,11.0,5.0,25.71,25.71,36.0,30.71,43.0,84.0,2.14,3.0,0.0,0.0,1.43,2.0,0.0,1.0,0.0,0.0,0.0,2.14,3.0,0.0,,0.0,9.29,22.0,1.43,2.0,5.0,0.0,0.0,,,,0.19,,0.0,6.7,9.3,0.0,0.0,1.43,2.0,,,0.0,0.0,0.0,,,0.0,,6.43,6.0,5.0,0.0,0.57,,0.71,0.0,,1.0,1.0,,0.0,1.9,0.0,,0.0,,,,0.0,0.41,0.57,,,21.0,126.0,,,,6.95,0.0,4.0,0.0,,,,0.0,4.0,,1.0,1.0,67.0,1.0,1.0,0.41,-0.57,0.51,0.72,,6.5,,0.0,- - -,12.0
2025-2026,- -,17,,Javier Ribalta (5/13/2026),,,,,2200000.0,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- - -,11.0
2025-2026,- -,17,,Ricardo Camacho,,,,,24000000.0,24000000.0,17.0,0.35,1.0,3.0,33.0,,,,,0.0,0.0,0.0,0.0,,,,,3.18,9.0,0.0,0.0,1.41,4.0,6.71,4.59,46.94,133.0,55.76,158.0,84.0,0.35,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.35,1.0,0.0,1.06,3.0,3.18,59.0,3.53,10.0,2.47,0.0,0.0,,,,0.0,,0.0,6.4,18.0,0.0,0.0,0.0,0.0,,,2.47,7.0,0.0,,0.71,2.0,,6.0,3.0,0.0,0.0,0.0,,2.47,1.41,,7.0,3.0,,0.0,1.75,0.0,,0.0,,,,0.0,0.0,0.0,,,85.0,255.0,,,,,,,,,,,0.0,2.0,,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.73,,0.0,- - -,14.0
2025-2026,- -,25,,Ricardo Camacho (4/1/2026),,,,,34000000.0,49000000.0,59.0,2.55,61.0,81.0,75.0,0.75,39.0,0.29,7.0,0.38,0.17,4.0,18.0,,,,,4.82,115.0,3.06,73.0,10.05,240.0,11.27,7.58,51.14,1221.0,55.83,1333.0,92.0,1.05,25.0,0.13,3.0,0.38,9.0,17.0,2.0,0.0,0.13,3.0,1.68,40.0,0.17,1.88,45.0,12.48,44.0,1.09,26.0,1.38,1.0,2.0,,,,0.07,0.92,22.0,8.4,199.8,0.21,5.0,1.26,30.0,33.0,11.0,0.84,20.0,11.0,0.46,0.25,6.0,0.21,2.47,36.0,10.0,3.0,1.18,,1.3,1.63,,31.0,26.0,,1.0,1.17,1.0,,0.0,,,,0.0,0.05,1.18,910.0,,59.69,2149.0,,,,,,,,0.08,,,2.0,10.0,,14.0,12.0,28.0,32.0,11.0,0.05,0.82,0.19,4.52,,6.93,1074.5,5.0,- - -,13.0
2025-2026,- -,23,Int,,,,,,14500000.0,14500000.0,267.0,1.56,47.0,63.0,75.0,3.78,44.0,1.66,50.0,1.09,0.03,1.0,114.0,,,,,0.53,16.0,1.96,59.0,6.9,208.0,2.06,20.16,19.86,599.0,22.75,686.0,87.0,0.5,15.0,0.0,0.0,0.46,14.0,0.0,16.0,0.0,0.0,0.0,0.5,15.0,0.07,0.96,29.0,7.33,48.0,4.24,128.0,4.61,6.0,0.0,,,,0.12,0.86,26.0,7.8,234.7,0.0,0.0,0.46,14.0,,11.0,0.33,10.0,6.0,0.2,0.27,8.0,0.03,8.85,38.0,7.0,1.0,13.22,,1.29,2.02,,39.0,31.0,,0.0,0.63,1.0,,0.0,,,,0.0,0.44,13.22,352.0,,71.42,2714.0,,,,6.7,0.0,8.0,6.0,0.43,,,13.0,6.0,,26.0,6.0,16.0,33.0,60.0,0.44,-0.22,0.05,1.38,,6.82,208.77,1.0,- - -,13.0
2025-2026,- -,25,,,,,,,81000000.0,121000000.0,230.0,2.03,79.0,108.0,73.0,0.85,33.0,0.28,11.0,0.26,0.41,16.0,33.0,,,,,5.66,220.0,2.32,90.0,6.87,267.0,12.35,8.72,56.01,2177.0,61.57,2393.0,91.0,0.44,17.0,0.21,8.0,0.87,34.0,24.0,0.0,3.0,0.23,9.0,0.44,17.0,0.85,2.68,104.0,10.68,72.0,4.25,165.0,1.67,0.0,0.0,,,,0.11,1.05,41.0,7.9,306.3,0.21,8.0,0.87,34.0,23.0,9.0,0.87,34.0,2.0,0.05,0.21,8.0,,5.92,47.0,10.0,5.0,3.5,,1.72,1.21,,67.0,37.0,,1.0,1.89,1.0,,0.0,,,,0.0,0.09,3.5,1671.0,,74.43,3498.0,,,,,,,,0.08,,,3.0,27.0,,12.0,8.0,57.0,31.0,19.0,0.09,-0.5,0.03,1.22,,6.92,1166.0,0.0,- - -,15.0
2025-2026,- -,23,,Gaby Ruiz (3/14/2026),,,,,93000000.0,93000000.0,236.0,1.09,39.0,51.0,76.0,0.48,6.0,0.03,1.0,0.11,0.87,31.0,17.0,,,,,2.89,103.0,0.76,27.0,2.58,92.0,13.9,4.1,46.18,1645.0,52.3,1863.0,88.0,0.06,2.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0,0.31,11.0,0.06,2.0,1.35,1.71,61.0,5.64,78.0,5.14,183.0,1.49,0.0,0.0,,,,0.08,0.34,12.0,7.1,252.6,0.0,0.0,0.03,1.0,,,0.87,31.0,3.0,0.08,0.84,30.0,0.03,6.63,36.0,0.0,5.0,1.39,,1.07,1.04,,38.0,36.0,,1.0,1.44,0.0,,0.0,,,,0.0,0.04,1.39,,,89.06,3206.0,,,,,,,,,,,0.0,13.0,,10.0,13.0,36.0,36.0,7.0,0.04,-1.39,0.03,0.94,,6.74,,1.0,- - -,14.0
2025-2026,- -,17,,,,,,,10000000.0,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- - -,13.0
2025-2026,- -,19,,,,,,,Not for Sale,Not for Sale,81.0,2.06,58.0,73.0,79.0,1.07,30.0,0.32,9.0,0.43,0.14,4.0,30.0,,,,,5.23,147.0,2.6,73.0,10.86,305.0,11.78,7.05,48.17,1353.0,53.15,1493.0,91.0,0.78,22.0,0.07,2.0,0.61,17.0,11.0,1.0,0.0,0.14,4.0,0.78,22.0,0.04,1.85,52.0,11.75,42.0,1.21,34.0,1.67,0.0,0.0,,,,0.1,1.53,43.0,8.2,229.1,0.07,2.0,0.64,18.0,11.0,7.0,0.61,17.0,10.0,0.36,0.61,17.0,0.25,2.88,37.0,3.0,0.0,2.97,,1.6,1.1,,45.0,34.0,,0.0,1.54,2.0,,0.0,,,,0.0,0.11,2.97,1164.0,,68.32,2528.0,,,,,,,,0.07,,,2.0,16.0,,12.0,9.0,43.0,19.0,28.0,0.11,-0.97,0.21,5.83,,6.82,1264.0,7.0,- - -,16.0
2025-2026,- -,26,Inj,,,,,,31000000.0,31000000.0,252.0,1.45,52.0,59.0,88.0,0.33,33.0,0.11,4.0,0.14,0.58,21.0,12.0,,,,,3.95,142.0,1.23,44.0,3.4,122.0,13.98,3.79,55.36,1988.0,59.73,2145.0,93.0,0.25,9.0,0.03,1.0,0.06,2.0,50.0,0.0,0.0,0.28,10.0,0.25,9.0,0.81,1.62,58.0,5.74,68.0,4.79,172.0,2.23,0.0,0.0,,,,0.07,0.36,13.0,7.3,263.5,0.03,1.0,0.06,2.0,50.0,,1.0,36.0,4.0,0.11,0.7,25.0,0.06,7.02,36.0,0.0,4.0,0.9,,0.86,1.42,,31.0,36.0,,0.0,0.83,1.0,,0.0,,,,0.0,0.03,0.9,,,89.78,3232.0,,,,6.95,0.0,6.0,0.0,,,,0.0,7.0,,20.0,9.0,19.0,24.0,10.0,0.03,-0.9,0.04,1.6,,6.9,,2.0,- - -,14.0
2025-2026,- -,19,Inj,,,,,,14000000.0,17500000.0,188.0,1.14,37.0,45.0,82.0,0.43,36.0,0.15,5.0,0.09,0.65,21.0,14.0,,,,,3.31,107.0,0.99,32.0,2.81,91.0,24.54,1.98,54.74,1771.0,59.77,1934.0,92.0,0.22,7.0,0.0,0.0,0.15,5.0,0.0,1.0,0.0,0.19,6.0,0.49,16.0,0.59,1.61,52.0,4.98,63.0,3.65,118.0,2.16,0.0,0.0,,,,0.13,0.06,2.0,6.5,211.5,0.0,0.0,0.15,5.0,,14.0,1.21,39.0,2.0,0.06,0.37,12.0,0.06,5.81,34.0,0.0,0.0,1.8,,1.95,0.74,,63.0,34.0,,0.0,2.35,2.0,,0.0,,,,0.0,0.06,1.8,0.0,,85.65,2912.0,,,,,,,,0.06,,,2.0,25.0,,4.0,5.0,74.0,22.0,6.0,0.06,0.2,0.07,2.12,,6.8,1456.0,2.0,- - -,14.0
2025-2026,- -,18,,,,,,,25000000.0,36000000.0,99.0,3.05,63.0,79.0,80.0,0.24,0.0,0.0,0.0,0.05,1.11,23.0,5.0,,,,,5.47,113.0,2.52,52.0,9.25,191.0,10.8,18.79,40.54,837.0,45.39,937.0,89.0,0.58,12.0,0.15,3.0,2.18,45.0,7.0,1.0,0.0,0.15,3.0,0.58,12.0,0.29,2.52,52.0,17.58,39.0,1.89,39.0,2.91,0.0,0.0,,,,0.16,0.87,18.0,8.1,167.7,0.15,3.0,2.18,45.0,6.0,,1.31,27.0,1.0,0.05,1.21,25.0,0.15,4.8,21.0,0.0,3.0,0.78,,1.16,1.16,,24.0,21.0,,0.0,1.52,2.0,,0.0,,,,0.0,0.04,0.78,,,88.48,1858.0,,,,,,,,,,,0.0,9.0,,7.0,5.0,43.0,26.0,13.0,0.04,-0.78,0.06,1.23,,6.9,,3.0,- - -,13.0
2025-2026,- -,17,Inj,,,,,,1300000.0,8600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- - -,11.0
2025-2026,- -,18,Wnt,,,,,,8000000.0,8000000.0,112.0,2.02,57.0,77.0,74.0,2.94,19.0,0.57,16.0,0.85,0.92,26.0,83.0,,,,,4.39,124.0,2.05,58.0,7.72,218.0,14.9,10.76,39.53,1117.0,45.34,1281.0,87.0,0.64,18.0,0.46,13.0,1.91,54.0,25.0,0.0,0.0,0.21,6.0,1.24,35.0,0.07,2.73,77.0,13.34,65.0,2.58,73.0,1.38,0.0,1.0,,,,0.11,1.84,52.0,7.2,204.3,0.6,17.0,2.44,69.0,24.0,4.0,1.17,33.0,9.0,0.32,0.67,19.0,0.11,3.96,29.0,0.0,5.0,9.38,,1.38,1.45,,39.0,29.0,,0.0,1.1,2.0,,0.0,,,,0.0,0.33,9.38,0.0,,87.69,2543.0,,,,,,,,0.11,,,3.0,8.0,,13.0,8.0,28.0,23.0,50.0,0.33,-6.38,0.11,3.16,,6.87,847.67,3.0,- - -,13.0
2025-2026,- -,26,,,,,,,140000000.0,140000000.0,271.0,1.25,60.0,70.0,86.0,0.46,23.0,0.1,5.0,0.1,0.61,29.0,22.0,,,,,4.09,196.0,1.09,52.0,3.61,173.0,15.47,2.76,63.24,3029.0,67.83,3249.0,93.0,0.27,13.0,0.0,0.0,0.15,7.0,0.0,0.0,0.0,0.08,4.0,0.27,13.0,0.33,2.17,104.0,6.97,68.0,3.84,184.0,1.82,0.0,0.0,,,,0.11,0.42,20.0,7.5,357.0,0.0,0.0,0.15,7.0,,5.0,0.86,41.0,7.0,0.15,0.63,30.0,0.04,5.66,48.0,0.0,9.0,2.41,,1.44,1.02,,69.0,48.0,,0.0,1.54,0.0,,0.0,,,,0.0,0.05,2.41,3351.0,,89.81,4311.0,,,,7.6,1.0,1.0,0.0,0.02,,,1.0,20.0,,14.0,14.0,42.0,31.0,13.0,0.05,-1.41,0.06,2.87,,6.96,4311.0,2.0,- - -,14.0
2025-2026,- -,25,Req,,,,,,14500000.0,14500000.0,205.0,3.24,150.0,173.0,87.0,0.17,13.0,0.02,1.0,0.02,0.67,31.0,8.0,,,,,5.48,254.0,2.83,131.0,8.85,410.0,11.7,14.01,40.11,1858.0,46.11,2136.0,87.0,0.76,35.0,0.32,15.0,2.85,132.0,11.0,6.0,0.0,0.13,6.0,0.76,35.0,0.15,2.16,100.0,15.56,67.0,2.96,137.0,1.47,0.0,0.0,,,,0.13,1.99,92.0,7.9,367.5,0.32,15.0,2.85,132.0,11.0,,1.19,55.0,8.0,0.17,0.65,30.0,0.09,4.43,47.0,0.0,8.0,1.01,,1.1,1.25,,51.0,47.0,,0.0,1.15,5.0,,0.0,,,,0.0,0.02,1.01,,,88.7,4169.0,,,,,,,,,,,0.0,13.0,,19.0,15.0,28.0,58.0,73.0,0.02,-1.01,0.08,3.77,,7.0,,4.0,- - -,16.0
2025-2026,- -,23,,Javier Ribalta (2/6/2026),,,,,165000000.0,195000000.0,80.0,2.45,44.0,56.0,79.0,0.33,50.0,0.17,3.0,0.06,0.5,9.0,6.0,,,,,6.17,111.0,2.28,41.0,8.34,150.0,9.95,13.01,51.7,930.0,57.87,1041.0,89.0,0.95,17.0,0.56,10.0,3.5,63.0,16.0,0.0,0.0,0.28,5.0,0.95,17.0,0.5,2.22,40.0,12.79,60.0,2.67,48.0,1.78,0.0,0.0,,,,0.18,2.28,41.0,7.9,142.8,0.56,10.0,3.5,63.0,15.0,17.0,1.11,20.0,4.0,0.22,0.44,8.0,0.11,4.45,37.0,25.0,1.0,1.06,,1.67,1.33,,30.0,12.0,,0.0,1.46,1.0,,0.0,,,,0.0,0.06,1.06,1060.0,,43.76,1619.0,,,,,,,,0.06,,,1.0,15.0,,13.0,9.0,41.0,17.0,14.0,0.06,-0.06,0.08,1.52,,6.96,1619.0,2.0,- - -,15.0
2025-2026,- -,19,Int,Gaby Ruiz (3/14/2026),,,,,42000000.0,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,- - -,15.0
2025-2026,- -,24,Wnt,,,,,,210000.0,210000.0,2.0,,1.0,1.0,100.0,,,,,,,1.0,0.0,,,,,,2.0,,1.0,,3.0,,,,13.0,,14.0,93.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,,,2.0,,100.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,2.4,,0.0,,1.0,,,,1.0,0.0,,,1.0,,,1.0,1.0,0.0,0.0,,,,,1.0,,,0.0,,0.0,,0.0,,,,0.0,,0.0,,,27.0,27.0,,,,,,,,,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,6.7,,0.0,- - -,10.0
2025-2026,- -,17,Int,,,,,,15000000.0,18500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- - -,10.0
2025-2026,- -,21,,,,,,,104000000.0,104000000.0,42.0,1.6,10.0,11.0,91.0,4.95,52.0,2.55,16.0,1.44,0.0,0.0,31.0,,,,,0.8,5.0,2.23,14.0,7.66,48.0,1.91,18.35,19.63,123.0,21.86,137.0,90.0,0.48,3.0,0.0,0.0,0.48,3.0,0.0,3.0,0.0,0.16,1.0,0.48,3.0,0.0,0.96,6.0,6.38,17.0,1.12,7.0,5.59,1.0,3.0,,,,0.13,1.28,8.0,7.2,44.9,0.0,0.0,0.64,4.0,,13.0,0.0,0.0,1.0,0.16,,0.0,,6.7,21.0,17.0,0.0,4.12,,2.71,0.96,,17.0,4.0,,0.0,1.57,0.0,,0.0,,,,0.0,0.66,4.12,156.0,,26.86,564.0,,,,,,,,0.64,,,4.0,9.0,,6.0,6.0,43.0,3.0,12.0,0.66,-0.12,0.13,0.8,,6.93,141.0,0.0,- - -,15.0
2025-2026,- -,20,Wnt,Gaby Ruiz (5/14/2026),,,,,39000000.0,39000000.0,138.0,1.76,53.0,82.0,65.0,0.86,42.0,0.37,11.0,0.33,0.07,2.0,26.0,,,,,3.32,100.0,2.76,83.0,10.9,328.0,11.43,9.34,41.89,1261.0,47.34,1425.0,88.0,1.23,37.0,0.03,1.0,0.7,21.0,4.0,2.0,1.0,0.13,4.0,1.26,38.0,0.27,1.66,50.0,10.56,57.0,2.59,78.0,1.99,0.0,1.0,,,,0.1,1.26,38.0,7.9,237.7,0.03,1.0,0.83,25.0,4.0,4.0,0.56,17.0,10.0,0.33,0.4,12.0,0.07,4.58,36.0,3.0,5.0,2.51,,1.0,1.4,,30.0,33.0,,0.0,0.94,1.0,,0.0,,,,0.0,0.08,2.51,1817.0,,75.25,2709.0,,,,,,,,0.03,,,1.0,9.0,,20.0,7.0,25.0,31.0,14.0,0.08,-1.51,0.1,3.04,,6.87,2709.0,2.0,- - -,13.0
