Name,Age,Inf,RF Matches,Position,Club,Ability,Potential,Transfer Value (Low),Transfer Value (High),Hdrs A,Tck/90,Tck C,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,FK Shots,xSv %,xGP/90,xGP,xG/shot,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,Apps (Total),Apps (Sub Apps),Yel,xG,Saves/90,Tgls/90,Tcon/90,Tall,Tgls,Starts,Shutouts,Red,Pts/Gm,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,NP-xG/90,NP-xG,Last Gl,Last C,Mins/Gm,Mins,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps (Total),Int Apps (Sub Apps),Gls/90,All/90,Conc,Gls,Won,G. Mis,Lost,D,Gwin,Fls,FA,xG/90,xG-OP,xA/90,xA,Cln/90,Av Rat,Mins/Gl,Ast,Rec,Acc
- -,22,Wnt,,,,,,54000000.0,63000000.0,221.0,1.61,52.0,70.0,74.0,3.37,49.0,1.64,53.0,1.11,0.06,2.0,109.0,,,,,0.96,31.0,2.01,65.0,7.91,256.0,3.15,14.8,20.58,666.0,24.32,787.0,85.0,0.59,19.0,0.22,7.0,1.05,34.0,21.0,31.0,1.0,0.0,0.0,0.59,19.0,0.03,0.87,28.0,7.23,16.0,1.08,35.0,5.75,0.0,0.0,,,,0.11,1.36,44.0,7.7mi,248.7mi,0.22,7.0,1.05,34.0,20.0,13.0,0.49,16.0,5.0,0.15,0.12,4.0,0.06,6.83,38.0,0.0,3.0,11.49,,1.2,1.02,,39.0,38.0,,0.0,1.45,2.0,,0.0,,,,0.0,0.35,11.49,209.0,,76.66,2913.0,,,,,,,,0.43,,,14.0,15.0,,13.0,10.0,39.0,43.0,64.0,0.35,2.51,0.12,3.88,,6.89,208.07,2.0,- - -,17.0
- -,25,Int,,,,,,38000000.0,38000000.0,136.0,1.97,72.0,107.0,67.0,0.9,24.0,0.22,8.0,0.3,0.05,2.0,33.0,,,,,4.77,174.0,2.68,98.0,10.57,386.0,10.87,10.35,44.26,1616.0,49.05,1791.0,90.0,1.84,67.0,0.08,3.0,0.63,23.0,12.0,2.0,0.0,0.05,2.0,1.84,67.0,0.33,1.59,58.0,10.33,59.0,2.19,80.0,1.53,0.0,0.0,,,,0.12,0.85,31.0,7.9mi,287.7mi,0.08,3.0,0.68,25.0,13.0,6.0,0.85,31.0,13.0,0.36,0.36,13.0,0.11,3.72,39.0,0.0,9.0,4.01,,0.85,1.51,,31.0,39.0,,0.0,0.95,1.0,,0.0,,,,0.0,0.11,4.01,478.0,,84.26,3286.0,,,,7.1,0.0,6.0,0.0,0.05,,,2.0,10.0,,22.0,7.0,26.0,56.0,24.0,0.11,-2.01,0.18,6.4,,6.95,1643.0,4.0,- - -,13.0
- -,21,,Javier Ribalta (1/30/2025),,,,,52000000.0,74000000.0,0.0,0.67,8.0,16.0,50.0,2.33,61.0,1.42,17.0,0.0,0.0,0.0,28.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58,139.0,20.0,240.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.13,,0.0,0.0mi,0.0mi,0.0,0.0,0.0,0.0,,18.0,0.0,0.0,0.0,,,0.0,0.25,,12.0,0.0,0.0,3.62,,0.0,0.0,,0.0,12.0,,0.0,1.0,0.0,,0.0,,,,0.0,0.3,3.62,0.0,,90.0,1080.0,,,,,,,,0.42,,,5.0,0.0,,0.0,12.0,0.0,20.0,16.0,0.3,1.38,0.05,0.6,,7.33,216.0,3.0,- - -,17.0
- -,24,Int,,,,,,62000000.0,88000000.0,127.0,1.89,57.0,75.0,76.0,2.06,47.0,0.96,29.0,0.66,0.0,0.0,62.0,,,,,2.19,66.0,3.09,93.0,12.19,367.0,5.31,16.41,33.11,997.0,38.82,1169.0,85.0,0.96,29.0,0.3,9.0,1.96,59.0,15.0,12.0,0.0,0.07,2.0,1.1,33.0,0.0,1.66,50.0,14.55,24.0,1.03,31.0,3.19,2.0,1.0,,,,0.12,3.22,97.0,7.9mi,237.9mi,0.3,9.0,1.96,59.0,15.0,15.0,0.76,23.0,6.0,0.2,0.27,8.0,0.07,4.22,36.0,0.0,1.0,7.75,,1.33,1.36,,40.0,36.0,,0.0,1.22,1.0,,0.0,,,,0.0,0.26,7.75,173.0,,75.28,2710.0,,,,8.17,0.0,7.0,0.0,0.3,,,9.0,12.0,,16.0,8.0,33.0,44.0,36.0,0.26,1.25,0.05,1.59,,6.97,301.11,2.0,- - -,15.0
- -,27,Wnt,,,,,,36000000.0,36000000.0,165.0,2.39,94.0,113.0,83.0,2.01,42.0,0.84,33.0,0.64,0.05,2.0,79.0,,,,,2.97,117.0,3.33,131.0,13.49,531.0,5.11,16.85,31.66,1246.0,37.4,1472.0,85.0,1.32,52.0,0.36,14.0,3.07,121.0,14.0,18.0,0.0,0.0,0.0,1.47,58.0,0.05,1.4,55.0,13.9,42.0,1.78,70.0,2.41,2.0,5.0,,,,0.14,4.19,165.0,7.9mi,309.0mi,0.51,20.0,3.58,141.0,11.0,11.0,0.56,22.0,20.0,0.51,0.23,9.0,0.23,4.19,49.0,4.0,2.0,10.8,,1.47,1.14,,58.0,45.0,,0.0,1.71,4.0,67.0,2.0,,,,3.0,0.23,9.2,410.0,,72.29,3542.0,,,,,,,,0.23,,,9.0,25.0,,15.0,9.0,51.0,46.0,64.0,0.27,-1.8,0.16,6.37,,7.17,393.56,9.0,- - -,16.0
- -,20,,,,,,,156000000.0,218000000.0,80.0,2.11,41.0,45.0,91.0,2.32,40.0,0.93,18.0,0.77,0.0,0.0,45.0,,,,,2.11,41.0,3.09,60.0,13.28,258.0,4.17,21.42,32.85,638.0,37.64,731.0,87.0,0.88,17.0,0.26,5.0,2.88,56.0,9.0,3.0,0.0,0.0,0.0,0.88,17.0,0.0,2.16,42.0,16.12,26.0,1.08,21.0,3.04,1.0,0.0,,,,0.12,3.71,72.0,7.8mi,152.4mi,0.26,5.0,2.88,56.0,8.0,13.0,0.67,13.0,4.0,0.21,0.46,9.0,0.36,4.12,32.0,13.0,0.0,5.31,,1.85,0.98,,36.0,19.0,,0.0,1.91,2.0,,0.0,,,,0.0,0.27,5.31,680.0,,54.62,1748.0,,,,,,,,0.31,,,6.0,18.0,,7.0,7.0,56.0,29.0,22.0,0.27,0.69,0.18,3.46,,7.16,291.33,7.0,- - -,17.0
- -,27,,,,,,,73000000.0,86000000.0,122.0,2.33,59.0,74.0,80.0,1.66,40.0,0.67,17.0,0.55,0.12,3.0,42.0,,,,,3.2,81.0,3.36,85.0,13.25,335.0,5.93,15.82,35.41,895.0,42.13,1065.0,84.0,1.62,41.0,0.59,15.0,2.49,63.0,24.0,7.0,0.0,0.0,0.0,1.62,41.0,0.12,1.74,44.0,15.67,50.0,2.41,61.0,2.41,1.0,1.0,,,,0.15,2.77,70.0,8.0mi,201.7mi,0.59,15.0,2.49,63.0,23.0,12.0,0.67,17.0,8.0,0.32,0.4,10.0,0.16,4.83,36.0,1.0,4.0,6.51,,1.27,1.27,,32.0,35.0,,0.0,1.28,3.0,67.0,2.0,,,,3.0,0.19,4.9,67.0,,63.19,2275.0,,,,,,,,0.2,,,5.0,13.0,,16.0,7.0,36.0,45.0,47.0,0.26,-1.51,0.18,4.47,,7.05,455.0,4.0,- - -,13.0
- -,21,,,,,,,19500000.0,19500000.0,40.0,1.77,41.0,51.0,80.0,2.84,47.0,1.34,31.0,0.13,0.0,0.0,66.0,,,,,1.25,29.0,2.2,51.0,6.55,152.0,3.1,5.26,20.26,470.0,27.37,635.0,74.0,0.82,19.0,0.26,6.0,0.91,21.0,20.0,3.0,0.0,0.0,0.0,1.03,24.0,0.04,0.65,15.0,6.64,10.0,0.17,4.0,1.55,0.0,0.0,,,,0.13,0.91,21.0,3.2mi,75.2mi,0.52,12.0,2.59,60.0,28.0,9.0,0.3,7.0,6.0,0.26,0.04,1.0,0.34,1.72,25.0,1.0,1.0,8.31,,0.69,0.52,,16.0,24.0,,0.0,1.36,3.0,,0.0,,,,0.0,0.36,8.31,0.0,,83.52,2088.0,,,,6.85,0.0,8.0,0.0,0.26,,,6.0,6.0,,3.0,16.0,24.0,23.0,20.0,0.36,-2.31,0.19,4.39,,7.23,348.0,8.0,- - -,13.0
- -,25,Wnt,,,,,,23000000.0,23000000.0,136.0,2.74,112.0,147.0,76.0,0.71,31.0,0.22,9.0,0.32,0.12,5.0,29.0,,,,,5.49,224.0,3.16,129.0,14.42,589.0,11.44,14.96,34.29,1400.0,40.87,1669.0,84.0,1.1,45.0,0.34,14.0,3.28,134.0,10.0,6.0,0.0,0.02,1.0,1.1,45.0,0.1,2.69,110.0,16.73,38.0,1.25,51.0,2.08,1.0,0.0,,,,0.09,3.38,138.0,8.3mi,338.5mi,0.34,14.0,3.28,134.0,10.0,,0.98,40.0,9.0,0.22,0.61,25.0,0.1,3.33,46.0,2.0,4.0,2.65,,1.42,0.73,,58.0,44.0,,0.0,1.8,1.0,,0.0,,,,0.0,0.06,2.65,,,79.89,3675.0,,,,,,,,,,,0.0,23.0,,9.0,14.0,50.0,68.0,36.0,0.06,-2.65,0.06,2.53,,6.82,,4.0,- - -,15.0
- -,21,,Ricardo Camacho (3/15/2025),,,,,27000000.0,38000000.0,68.0,1.97,44.0,52.0,85.0,0.49,9.0,0.04,1.0,0.13,0.4,9.0,11.0,,,,,3.27,73.0,1.21,27.0,3.09,69.0,6.54,4.03,39.13,874.0,43.57,973.0,90.0,0.4,9.0,0.04,1.0,0.36,8.0,13.0,0.0,0.0,0.22,5.0,0.4,9.0,0.18,1.48,33.0,4.93,68.0,2.06,46.0,0.99,0.0,0.0,,,,0.1,0.49,11.0,4.1mi,90.7mi,0.04,1.0,0.36,8.0,12.0,,0.67,15.0,1.0,0.04,0.31,7.0,0.04,3.04,22.0,0.0,6.0,1.1,,0.63,0.76,,14.0,22.0,,0.0,1.14,2.0,,0.0,,,,0.0,0.05,1.1,,,91.36,2010.0,,,,,,,,,,,0.0,4.0,,5.0,13.0,18.0,21.0,17.0,0.05,-1.1,0.01,0.31,,7.32,,1.0,- - -,14.0
- -,24,,,,,,,63000000.0,77000000.0,116.0,3.11,93.0,111.0,84.0,0.87,38.0,0.33,10.0,0.27,0.13,4.0,26.0,,,,,3.75,112.0,4.15,124.0,9.84,294.0,12.62,11.01,43.95,1313.0,48.87,1460.0,90.0,0.97,29.0,0.1,3.0,0.87,26.0,11.0,5.0,1.0,0.07,2.0,0.97,29.0,0.3,1.61,48.0,12.72,52.0,2.01,60.0,1.87,0.0,0.0,,,,0.14,1.31,39.0,8.1mi,240.8mi,0.1,3.0,0.9,27.0,11.0,4.0,0.4,12.0,10.0,0.33,0.2,6.0,0.07,3.88,34.0,0.0,4.0,3.62,,1.17,1.51,,35.0,34.0,,0.0,1.06,0.0,,0.0,,,,0.0,0.12,3.62,1324.0,,79.09,2689.0,,,,,,,,0.03,,,1.0,9.0,,16.0,9.0,26.0,51.0,22.0,0.12,-2.62,0.23,7.01,,6.89,2689.0,2.0,- - -,14.0
- -,20,IPR,,,,,,66000000.0,95000000.0,45.0,1.2,7.0,8.0,88.0,4.8,43.0,2.06,12.0,1.2,0.0,0.0,28.0,,,,,0.17,1.0,1.2,7.0,7.71,45.0,1.71,16.11,16.97,99.0,21.43,125.0,79.0,0.17,1.0,0.0,0.0,0.17,1.0,0.0,6.0,0.0,0.0,0.0,0.17,1.0,0.0,1.2,7.0,7.37,36.0,2.74,16.0,4.97,1.0,0.0,,,,0.14,1.2,7.0,7.5mi,43.9mi,0.0,0.0,0.17,1.0,,14.0,0.17,1.0,1.0,0.17,0.34,2.0,0.17,7.71,20.0,18.0,0.0,3.93,,2.4,0.34,,14.0,2.0,,0.0,1.7,1.0,,0.0,,,,0.0,0.67,3.93,81.0,,26.25,525.0,,,,6.68,0.0,6.0,0.0,0.69,,,4.0,10.0,,6.0,4.0,50.0,6.0,13.0,0.67,0.07,0.06,0.37,,6.89,131.25,1.0,- - -,15.0
- -,23,Wnt,Bojan Krkic (3/27/2025),,,,,18500000.0,27000000.0,71.0,1.99,45.0,52.0,87.0,1.37,32.0,0.44,10.0,0.53,0.0,0.0,31.0,,,,,3.27,74.0,2.34,53.0,10.74,243.0,17.99,6.67,43.5,984.0,49.51,1120.0,88.0,1.19,27.0,0.13,3.0,0.62,14.0,21.0,3.0,0.0,0.04,1.0,1.19,27.0,0.22,1.64,37.0,12.38,39.0,1.24,28.0,1.9,1.0,2.0,,,,0.13,1.15,26.0,8.1mi,182.5mi,0.13,3.0,0.62,14.0,21.0,10.0,0.53,12.0,12.0,0.53,0.31,7.0,0.13,3.14,25.0,0.0,6.0,3.91,,1.68,0.84,,38.0,25.0,,0.0,1.84,1.0,,0.0,,,,0.0,0.17,3.91,60.0,,81.44,2036.0,,,,,,,,0.13,,,3.0,13.0,,5.0,7.0,52.0,30.0,18.0,0.17,-0.91,0.32,7.34,,7.02,678.67,3.0,- - -,14.0
- -,24,Inj,,,,,,69000000.0,81000000.0,146.0,2.46,82.0,111.0,74.0,1.02,35.0,0.36,12.0,0.3,0.0,0.0,34.0,,,,,3.27,109.0,3.39,113.0,14.84,495.0,6.18,14.45,27.25,909.0,33.85,1129.0,81.0,1.05,35.0,0.39,13.0,3.15,105.0,13.0,11.0,0.0,0.0,0.0,1.2,40.0,0.0,2.64,88.0,16.7,25.0,1.08,36.0,3.3,0.0,0.0,,,,0.11,2.7,90.0,7.8mi,261.3mi,0.6,20.0,4.68,156.0,12.0,18.0,0.84,28.0,11.0,0.33,0.24,8.0,0.12,4.38,45.0,1.0,3.0,3.72,,1.35,1.47,,45.0,44.0,,0.0,1.22,2.0,100.0,2.0,,,,2.0,0.11,3.72,1503.0,,66.71,3002.0,,,,6.62,0.0,5.0,3.0,0.18,,,6.0,14.0,,18.0,13.0,31.0,35.0,38.0,0.11,2.28,0.23,7.65,,6.95,500.33,4.0,- - -,13.0
- -,23,Wnt,,,,,,15500000.0,23000000.0,142.0,2.78,112.0,141.0,79.0,0.52,10.0,0.05,2.0,0.22,0.5,20.0,21.0,,,,,6.25,252.0,2.08,84.0,8.81,355.0,10.99,14.34,44.7,1802.0,48.77,1966.0,92.0,0.82,33.0,0.12,5.0,1.54,62.0,8.0,3.0,0.0,0.07,3.0,0.82,33.0,0.17,2.53,102.0,14.61,55.0,1.93,78.0,1.59,0.0,0.0,,,,0.07,2.08,84.0,8.2mi,329.1mi,0.12,5.0,1.54,62.0,8.0,5.0,1.09,44.0,1.0,0.02,0.6,24.0,,3.52,46.0,1.0,2.0,1.53,,1.07,1.17,,43.0,45.0,,1.0,1.28,2.0,,0.0,,,,0.0,0.04,1.53,368.0,,78.87,3628.0,,,,,,,,0.02,,,1.0,16.0,,19.0,11.0,35.0,45.0,63.0,0.04,-0.53,0.04,1.51,,6.67,3628.0,0.0,- - -,16.0
- -,24,,,,,,,11000000.0,16000000.0,111.0,2.55,63.0,86.0,73.0,0.32,38.0,0.12,3.0,0.12,0.49,12.0,8.0,,,,,5.31,131.0,2.07,51.0,9.28,229.0,9.96,16.61,39.09,965.0,45.2,1116.0,86.0,0.77,19.0,0.08,2.0,0.97,24.0,8.0,1.0,0.0,0.04,1.0,0.77,19.0,0.49,2.55,63.0,15.11,72.0,3.24,80.0,1.26,0.0,0.0,,,,0.1,1.74,43.0,8.2mi,202.5mi,0.08,2.0,0.97,24.0,8.0,13.0,1.01,25.0,1.0,0.04,0.61,15.0,0.04,4.5,30.0,4.0,4.0,0.83,,1.13,1.26,,28.0,26.0,,0.0,1.27,1.0,,0.0,,,,0.0,0.03,0.83,270.0,,74.07,2222.0,,,,,,,,0.04,,,1.0,10.0,,12.0,8.0,33.0,41.0,26.0,0.03,0.17,0.04,1.11,,6.75,2222.0,1.0,- - -,14.0
- -,20,Inj,Ricardo Camacho (5/5/2025),,,,,42000000.0,42000000.0,211.0,1.12,40.0,53.0,75.0,0.39,36.0,0.14,5.0,0.03,0.47,17.0,14.0,,,,,3.68,132.0,0.92,33.0,2.71,97.0,13.53,2.93,59.31,2126.0,64.98,2329.0,91.0,0.31,11.0,0.0,0.0,0.08,3.0,0.0,0.0,0.0,0.33,12.0,0.31,11.0,0.73,2.01,72.0,5.52,67.0,3.96,142.0,1.92,0.0,0.0,,,,0.21,0.22,8.0,7.1mi,253.5mi,0.0,0.0,0.08,3.0,,7.0,1.23,44.0,3.0,0.08,0.64,23.0,0.06,5.89,38.0,0.0,4.0,2.95,,1.51,0.92,,54.0,38.0,,0.0,1.63,1.0,,0.0,,,,0.0,0.08,2.95,2935.0,,84.89,3226.0,,,,,,,,0.03,,,1.0,18.0,,12.0,8.0,47.0,25.0,11.0,0.08,-1.95,0.03,1.21,,6.96,3226.0,2.0,- - -,13.0
- -,22,,Budimir Vujacic (5/26/2025),,,,,72000000.0,87000000.0,321.0,0.98,45.0,63.0,71.0,0.35,38.0,0.13,6.0,0.17,0.74,34.0,16.0,,,,,4.17,191.0,0.85,39.0,3.01,138.0,17.27,2.49,56.79,2604.0,61.17,2805.0,93.0,0.28,13.0,0.04,2.0,0.09,4.0,50.0,2.0,0.0,0.22,10.0,0.28,13.0,0.68,2.05,94.0,5.67,67.0,4.69,215.0,2.31,1.0,0.0,,,,0.06,0.13,6.0,7.3mi,334.1mi,0.04,2.0,0.09,4.0,50.0,13.0,1.02,47.0,2.0,0.04,0.65,30.0,0.02,7.0,46.0,0.0,0.0,0.9,,1.61,1.07,,74.0,46.0,,0.0,1.8,3.0,,0.0,,,,0.0,0.02,0.9,1629.0,,89.72,4127.0,,,,7.32,1.0,6.0,1.0,0.04,,,2.0,24.0,,11.0,11.0,52.0,11.0,15.0,0.02,1.1,0.01,0.61,,6.98,2063.5,1.0,- - -,14.0
- -,24,Int,,,,,,46000000.0,46000000.0,231.0,1.5,51.0,69.0,74.0,2.83,39.0,1.09,37.0,0.88,0.0,0.0,96.0,,,,,1.39,47.0,2.33,79.0,9.76,331.0,6.55,15.57,22.94,778.0,27.6,936.0,83.0,0.91,31.0,0.15,5.0,0.65,22.0,23.0,9.0,0.0,0.06,2.0,0.91,31.0,0.09,1.03,35.0,10.38,35.0,2.36,80.0,4.45,2.0,1.0,,,,0.12,1.15,39.0,8.0mi,270.2mi,0.15,5.0,0.65,22.0,22.0,8.0,0.44,15.0,6.0,0.18,0.24,8.0,0.09,6.81,40.0,0.0,0.0,11.44,,1.09,1.53,,37.0,40.0,,1.0,0.9,2.0,100.0,1.0,,,,1.0,0.34,11.44,154.0,,76.3,3052.0,,,,6.67,0.0,7.0,3.0,0.24,,,8.0,10.0,,24.0,6.0,25.0,25.0,66.0,0.34,-3.44,0.14,4.78,,6.8,381.5,3.0,- - -,11.0
- -,24,,,,,,,62000000.0,75000000.0,104.0,2.13,56.0,71.0,79.0,0.3,25.0,0.08,2.0,0.15,0.19,5.0,8.0,,,,,5.03,132.0,2.59,68.0,10.17,267.0,12.95,6.47,49.97,1312.0,54.92,1442.0,91.0,1.26,33.0,0.04,1.0,0.5,13.0,13.0,1.0,0.0,0.0,0.0,1.9,50.0,0.42,1.64,43.0,12.57,49.0,1.94,51.0,2.02,0.0,1.0,,,,0.09,0.3,8.0,8.4mi,219.5mi,0.5,13.0,3.81,100.0,7.0,13.0,0.8,21.0,8.0,0.3,0.3,8.0,0.04,3.96,41.0,18.0,1.0,0.71,,1.18,1.41,,31.0,23.0,,0.0,1.29,0.0,,0.0,,,,0.0,0.03,0.71,147.0,,57.63,2363.0,,,,,,,,0.04,,,1.0,15.0,,18.0,8.0,37.0,20.0,18.0,0.03,0.29,0.13,3.33,,6.79,2363.0,1.0,- - -,13.0
- -,22,,,,,,,24000000.0,35000000.0,111.0,1.75,75.0,98.0,77.0,2.24,42.0,0.93,40.0,0.51,0.02,1.0,96.0,,,,,1.07,46.0,1.28,55.0,6.28,269.0,5.62,6.23,22.1,947.0,28.07,1203.0,79.0,0.72,31.0,0.16,7.0,0.89,38.0,20.0,7.0,0.0,0.02,1.0,0.84,36.0,0.02,0.84,36.0,7.35,22.0,0.56,24.0,2.03,4.0,2.0,,,,0.12,0.91,39.0,4.2mi,181.2mi,0.26,11.0,1.28,55.0,18.0,4.0,0.4,17.0,3.0,0.07,0.12,5.0,0.16,2.59,46.0,0.0,0.0,11.56,,0.51,0.63,,22.0,46.0,,0.0,1.2,3.0,,0.0,,,,0.0,0.27,11.56,0.0,,83.85,3857.0,,,,,,,,0.09,,,4.0,9.0,,9.0,28.0,20.0,44.0,62.0,0.27,-7.56,0.12,4.96,,7.02,964.25,7.0,- - -,14.0
- -,23,,2 Focuses,,,,,49000000.0,70000000.0,21.0,2.32,12.0,13.0,92.0,2.12,36.0,0.77,4.0,1.35,0.0,0.0,11.0,,,,,2.12,11.0,3.86,20.0,13.91,72.0,2.32,17.77,28.39,147.0,34.96,181.0,81.0,1.55,8.0,0.0,0.0,1.35,7.0,0.0,3.0,0.0,0.0,0.0,1.55,8.0,0.0,1.35,7.0,14.87,52.0,2.12,11.0,1.93,0.0,1.0,,,,0.07,3.28,17.0,8.2mi,42.5mi,0.0,0.0,1.35,7.0,,,0.0,0.0,1.0,0.19,,0.0,,4.06,18.0,16.0,0.0,0.75,,1.74,0.77,,9.0,2.0,,0.0,2.33,0.0,,0.0,,,,0.0,0.14,0.75,,,25.89,466.0,,,,,,,,,,,0.0,13.0,,2.0,3.0,72.0,6.0,6.0,0.14,-0.75,0.02,0.1,,6.79,,0.0,- - -,15.0
- -,22,,,,,,,44000000.0,62000000.0,49.0,1.76,21.0,26.0,81.0,1.76,62.0,1.09,13.0,0.33,0.0,0.0,21.0,,,,,2.93,35.0,2.93,35.0,10.97,131.0,10.97,14.99,29.72,355.0,36.42,435.0,82.0,1.76,21.0,0.25,3.0,0.75,9.0,33.0,4.0,0.0,0.17,2.0,1.76,21.0,0.0,1.34,16.0,14.23,20.0,0.84,10.0,3.27,0.0,1.0,,,,0.1,1.42,17.0,8.5mi,101.0mi,0.25,3.0,0.75,9.0,33.0,14.0,0.67,8.0,3.0,0.25,0.17,2.0,,4.1,16.0,0.0,1.0,2.18,,1.51,0.84,,18.0,16.0,,0.0,1.75,0.0,,0.0,,,,0.0,0.18,2.18,591.0,,67.19,1075.0,,,,,,,,0.25,,,3.0,8.0,,4.0,4.0,50.0,13.0,11.0,0.18,0.82,0.08,0.9,,6.72,358.33,0.0,- - -,14.0
- -,24,,3 Focuses,,,,,30000000.0,43000000.0,15.0,1.5,12.0,18.0,67.0,0.38,33.0,0.12,1.0,0.12,0.25,2.0,3.0,,,,,5.5,44.0,2.5,20.0,11.5,92.0,12.25,5.75,49.38,395.0,54.88,439.0,90.0,1.12,9.0,0.0,0.0,0.25,2.0,6.0,1.0,0.0,0.0,0.0,2.5,20.0,0.0,2.0,16.0,12.62,40.0,0.75,6.0,1.12,0.0,1.0,,,,0.12,1.0,8.0,8.5mi,68.1mi,0.12,1.0,2.25,18.0,,,1.0,8.0,2.0,0.25,0.75,6.0,0.25,1.88,18.0,11.0,2.0,0.37,,1.12,1.0,,9.0,7.0,,0.0,1.5,0.0,,0.0,,,,0.0,0.05,0.37,,,40.0,720.0,,,,,,,,,,,0.0,7.0,,5.0,6.0,39.0,9.0,8.0,0.05,-0.37,0.32,2.57,,6.85,,2.0,- - -,13.0
- -,26,Int,,,,,,22000000.0,22000000.0,302.0,1.17,38.0,49.0,78.0,1.84,52.0,0.95,31.0,0.61,0.0,0.0,60.0,,,,,0.77,25.0,1.38,45.0,6.56,214.0,2.24,19.63,18.25,595.0,21.17,690.0,86.0,0.49,16.0,0.03,1.0,0.55,18.0,6.0,34.0,0.0,0.0,0.0,0.49,16.0,0.12,0.77,25.0,6.9,23.0,2.12,69.0,7.15,1.0,0.0,,,,0.09,1.17,38.0,7.5mi,244.8mi,0.03,1.0,0.55,18.0,5.0,23.0,0.4,13.0,1.0,0.03,0.03,1.0,0.09,9.26,41.0,1.0,1.0,5.23,,1.07,1.84,,35.0,40.0,,0.0,0.85,0.0,100.0,1.0,,,,1.0,0.16,5.23,372.0,,71.56,2934.0,,,,6.68,1.0,7.0,2.0,0.43,,,14.0,9.0,,24.0,8.0,22.0,41.0,65.0,0.16,8.77,0.07,2.15,,6.74,209.57,3.0,- - -,16.0
- -,23,Wnt,Gaby Ruiz (4/29/2025),,,,,45000000.0,63000000.0,22.0,2.11,8.0,10.0,80.0,,,,,0.0,1.06,4.0,0.0,,,,,5.01,19.0,2.11,8.0,5.01,19.0,11.61,7.13,59.91,227.0,63.08,239.0,95.0,0.79,3.0,0.0,0.0,0.26,1.0,0.0,1.0,0.0,0.0,0.0,0.79,3.0,0.79,2.38,9.0,9.24,41.0,2.38,9.0,3.43,0.0,0.0,,,,0.0,0.26,1.0,7.2mi,27.2mi,0.0,0.0,0.26,1.0,,,1.06,4.0,0.0,,0.53,2.0,,5.81,7.0,5.0,0.0,0.0,,1.85,0.53,,7.0,2.0,,0.0,1.95,0.0,,0.0,,,,0.0,0.0,0.0,,,48.71,341.0,,,,,,,,,,,0.0,4.0,,0.0,3.0,57.0,3.0,4.0,0.0,0.0,0.0,0.0,,6.81,,0.0,- - -,13.0
- -,22,Wnt,Bojan Krkic (5/20/2025),,,,,37000000.0,44000000.0,55.0,2.05,26.0,30.0,87.0,2.6,33.0,0.87,11.0,0.79,0.0,0.0,33.0,,,,,1.97,25.0,2.37,30.0,9.39,119.0,6.47,16.17,30.05,381.0,34.94,443.0,86.0,1.34,17.0,0.08,1.0,1.18,15.0,7.0,3.0,0.0,0.0,0.0,1.34,17.0,0.0,1.74,22.0,11.6,22.0,0.95,12.0,3.39,2.0,0.0,,,,0.12,2.84,36.0,7.7mi,97.6mi,0.08,1.0,1.18,15.0,6.0,15.0,0.55,7.0,5.0,0.39,0.16,2.0,0.16,4.34,24.0,19.0,0.0,3.87,,0.95,0.63,,12.0,5.0,,0.0,1.75,0.0,100.0,1.0,,,,1.0,0.24,3.07,0.0,,47.54,1141.0,,,,,,,,0.39,,,5.0,11.0,,4.0,9.0,46.0,6.0,18.0,0.31,1.13,0.24,2.99,,6.79,228.2,2.0,- - -,14.0
